date,temperature
2025-11-03T23:58:47+02:00,3.4
2025-11-04T01:58:57+02:00,6.68
2025-11-04T02:59:07+02:00,6.1
2025-11-04T03:59:17+02:00,5.0
2025-11-04T04:59:27+02:00,7.39
2025-11-04T05:59:37+02:00,7.29
2025-11-04T06:59:47+02:00,5.06
2025-11-04T07:59:57+02:00,5.89
2025-11-04T08:00:07+02:00,5.18
2025-11-04T09:00:17+02:00,4.14
2025-11-04T10:00:27+02:00,7.68
2025-11-04T11:00:37+02:00,3.25
2025-11-04T12:00:47+02:00,5.74
2025-11-04T13:00:57+02:00,6.46
2025-11-04T14:01:07+02:00,3.91
2025-11-04T15:01:17+02:00,4.05
2025-11-04T16:01:27+02:00,4.14
2025-11-04T17:01:37+02:00,4.26
2025-11-04T18:01:47+02:00,4.24
2025-11-04T19:01:57+02:00,3.38
2025-11-04T20:02:07+02:00,6.29
2025-11-04T21:02:17+02:00,6.42
2025-11-04T22:02:27+02:00,6.81
2025-11-04T23:02:37+02:00,5.78
2025-11-05T00:02:47+02:00,7.62
2025-11-05T01:02:57+02:00,7.31
2025-11-05T02:03:07+02:00,5.23
2025-11-05T03:03:17+02:00,7.46
2025-11-05T04:03:27+02:00,3.7
2025-11-05T05:03:37+02:00,3.0
2025-11-05T06:03:47+02:00,3.05
2025-11-05T07:03:57+02:00,6.21
2025-11-05T08:04:07+02:00,4.04
2025-11-05T09:04:17+02:00,7.95
2025-11-05T10:04:27+02:00,5.44
2025-11-05T11:04:37+02:00,6.09
2025-11-05T12:04:47+02:00,5.07
2025-11-05T13:04:57+02:00,5.31
2025-11-05T14:05:07+02:00,7.44
2025-11-05T15:05:17+02:00,7.84
2025-11-05T16:05:27+02:00,3.33
2025-11-05T17:05:37+02:00,3.88
2025-11-05T18:05:47+02:00,3.22
2025-11-05T19:05:57+02:00,4.52
2025-11-05T20:06:07+02:00,6.94
2025-11-05T21:06:17+02:00,3.03
2025-11-05T22:06:27+02:00,4.44
2025-11-05T23:06:37+02:00,6.52
2025-11-06T00:06:47+02:00,7.04
2025-11-06T01:06:57+02:00,6.09
2025-11-06T02:07:07+02:00,6.6
2025-11-06T03:07:17+02:00,3.17
2025-11-06T04:07:27+02:00,4.76
2025-11-06T05:07:37+02:00,7.84
2025-11-06T06:07:47+02:00,7.7
2025-11-06T07:07:57+02:00,6.45
2025-11-06T08:08:07+02:00,7.72
2025-11-06T09:08:17+02:00,7.47
2025-11-06T10:08:27+02:00,5.98
2025-11-06T11:08:37+02:00,7.78
2025-11-06T12:08:47+02:00,4.13
2025-11-06T13:08:57+02:00,6.87
2025-11-06T14:09:07+02:00,3.88
2025-11-06T15:09:17+02:00,5.99
2025-11-06T16:09:27+02:00,5.41
2025-11-06T17:09:37+02:00,4.79
2025-11-06T18:09:47+02:00,3.41
2025-11-06T19:09:57+02:00,3.57
2025-11-06T20:10:07+02:00,5.44
2025-11-06T21:10:17+02:00,5.91
2025-11-06T22:10:27+02:00,5.79
2025-11-06T23:10:37+02:00,6.67
2025-11-07T00:10:47+02:00,4.59
2025-11-07T01:10:57+02:00,5.52
2025-11-07T02:11:07+02:00,3.84
2025-11-07T03:11:17+02:00,5.81
2025-11-07T04:11:27+02:00,6.05
2025-11-07T05:11:37+02:00,6.04
2025-11-07T06:11:47+02:00,7.17
2025-11-07T07:11:58+02:00,7.68
2025-11-07T08:12:08+02:00,6.06
2025-11-07T09:12:18+02:00,4.58
2025-11-07T10:12:27+02:00,7.18
2025-11-07T11:12:38+02:00,3.16
2025-11-07T12:12:48+02:00,3.72
2025-11-07T13:12:58+02:00,5.5
2025-11-07T14:13:08+02:00,4.4
2025-11-07T15:13:18+02:00,7.63
2025-11-07T16:13:28+02:00,3.9
2025-11-07T17:13:38+02:00,4.3
2025-11-07T18:13:48+02:00,3.05
2025-11-07T19:13:58+02:00,5.47
2025-11-07T20:14:08+02:00,7.38
2025-11-07T21:14:18+02:00,5.2
2025-11-07T22:14:28+02:00,5.54
2025-11-07T23:14:38+02:00,7.49
2025-11-08T00:14:48+02:00,7.54
2025-11-08T01:14:58+02:00,7.49
2025-11-08T02:15:08+02:00,7.54
2025-11-08T03:15:18+02:00,6.18
2025-11-08T04:15:28+02:00,5.27
2025-11-08T05:15:38+02:00,6.69
2025-11-08T06:15:48+02:00,6.58
2025-11-08T07:15:58+02:00,6.41
2025-11-08T08:16:08+02:00,6.54
2025-11-08T09:16:18+02:00,3.85
2025-11-08T10:16:28+02:00,3.09
2025-11-08T11:16:38+02:00,6.31
2025-11-08T12:16:48+02:00,6.64
2025-11-08T13:16:58+02:00,3.48
2025-11-08T14:17:08+02:00,5.29
2025-11-08T15:17:18+02:00,3.21
2025-11-08T16:17:28+02:00,3.79
2025-11-08T17:17:38+02:00,4.19
2025-11-08T18:17:48+02:00,5.93
2025-11-08T19:17:58+02:00,3.2
2025-11-08T20:18:08+02:00,3.85
2025-11-08T21:18:18+02:00,6.06
2025-11-08T22:18:28+02:00,7.92
2025-11-08T23:18:38+02:00,5.02
2025-11-09T00:18:48+02:00,6.18
2025-11-09T01:18:58+02:00,7.88
2025-11-09T02:19:08+02:00,4.93
2025-11-09T03:19:18+02:00,6.6
2025-11-09T04:19:28+02:00,3.19
2025-11-09T05:19:38+02:00,5.77
2025-11-09T06:19:48+02:00,6.71
2025-11-09T07:19:58+02:00,7.51
2025-11-09T08:20:08+02:00,6.98
2025-11-09T09:20:18+02:00,4.27
2025-11-09T10:20:28+02:00,4.45
2025-11-09T11:20:38+02:00,3.86
2025-11-09T12:20:48+02:00,3.41
2025-11-09T13:20:58+02:00,4.64
2025-11-09T14:21:08+02:00,3.48
2025-11-09T15:21:18+02:00,6.77
2025-11-09T16:21:28+02:00,5.0
2025-11-09T17:21:38+02:00,3.72
2025-11-09T18:21:48+02:00,5.42
2025-11-09T19:21:58+02:00,7.96
2025-11-09T20:22:08+02:00,5.29
2025-11-09T21:22:18+02:00,6.97
2025-11-09T22:22:28+02:00,7.76
2025-11-09T23:22:38+02:00,4.59
